321.964233,456.406830,433.777863,335.275360,344.327148,344.327148,317.166656,317.166656,stop,roadmark_0001.png
313.977539,453.744598,433.777863,329.950928,350.500000,349.265442,317.166656,317.166656,stop,roadmark_0002.png
307.321960,449.751251,429.784515,325.957581,352.969147,351.734558,317.166656,320.870361,stop,roadmark_0003.png
299.335266,452.413483,431.115631,323.295349,359.141968,359.141968,320.870361,322.104950,stop,roadmark_0004.png
295.341919,461.731293,431.115631,316.639771,362.845673,361.611115,322.104950,325.808655,stop,roadmark_0005.png
287.355255,455.075714,428.453400,311.315308,367.783966,366.549377,324.574066,330.746918,stop,roadmark_0006.png
284.693024,455.075714,429.784515,309.984192,373.956787,370.253082,327.043213,329.512360,stop,roadmark_0007.png
267.388519,460.400177,425.791168,304.659729,378.895050,378.895050,330.746918,331.981476,stop,roadmark_0008.png
262.064056,455.075714,428.453400,295.341919,383.833344,382.598755,334.450623,335.685181,stop,roadmark_0009.png
252.746262,456.406830,432.446747,294.010803,390.006165,390.006165,338.154327,338.154327,stop,roadmark_0010.png
224.792847,305.990845,319.302002,274.044098,325.808655,330.746918,314.697540,310.993835,leftturn,roadmark_0011.png
215.475037,298.004150,316.639771,258.070709,330.746918,335.685181,318.401245,314.697540,leftturn,roadmark_0012.png
202.163895,282.030792,308.653076,248.752914,334.450623,344.327148,323.339508,318.401245,leftturn,roadmark_0013.png
186.190521,270.050751,304.659729,232.779541,341.858032,350.500000,328.277771,323.339508,leftturn,roadmark_0014.png
155.574875,252.746262,294.010803,222.130615,348.030853,360.376556,333.216034,327.043213,leftturn,roadmark_0015.png
351.248749,441.764557,427.122284,368.553253,331.981476,330.746918,313.462952,309.759247,leftturn,roadmark_0016.png
227.455078,284.693024,315.308655,267.388519,322.104950,333.216034,317.166656,309.759247,leftturn,roadmark_0017.png
491.015808,568.220459,529.618164,477.704651,334.450623,327.043213,308.524689,314.697540,rightturn,roadmark_0018.png
349.917633,443.095673,427.122284,360.566559,335.685181,336.919739,313.462952,314.697540,leftturn,roadmark_0019.png
208.819473,275.375214,304.659729,259.401825,327.043213,339.388885,322.104950,313.462952,leftturn,roadmark_0020.png
495.009155,582.862732,534.942566,483.029114,338.154327,331.981476,312.228394,317.166656,rightturn,roadmark_0021.png
497.671387,592.180542,554.909302,492.346924,344.327148,343.092590,318.401245,320.870361,rightturn,roadmark_0022.png
341.930939,445.757904,425.791168,355.242096,344.327148,346.796295,319.635803,318.401245,leftturn,roadmark_0023.png
194.177200,262.064056,300.666382,240.766220,333.216034,346.796295,325.808655,317.166656,leftturn,roadmark_0024.png
506.989197,601.498352,550.915955,497.671387,355.438263,340.623444,319.635803,330.746918,rightturn,roadmark_0025.png
335.275360,447.089020,424.460052,349.917633,349.265442,352.969147,325.808655,323.339508,leftturn,roadmark_0026.png
174.210480,252.746262,294.010803,223.461731,340.623444,351.734558,330.746918,323.339508,leftturn,roadmark_0027.png
344.593170,428.453400,443.095673,325.957581,327.043213,327.043213,361.611115,361.611115,leftturn,roadmark_0028.png
513.644775,616.140625,573.544922,512.313660,364.080261,352.969147,328.277771,330.746918,rightturn,roadmark_0029.png
150.250412,234.110641,275.375214,206.157242,351.734558,364.080261,336.919739,328.277771,leftturn,roadmark_0030.png
308.653076,452.413483,424.460052,337.937592,376.425934,376.425934,335.685181,335.685181,leftturn,roadmark_0031.png
530.949280,648.087341,594.842773,513.644775,373.956787,366.549377,334.450623,336.919739,rightturn,roadmark_0032.png
110.316971,218.137268,264.726288,183.528290,361.611115,373.956787,338.154327,334.450623,leftturn,roadmark_0033.png
299.335266,460.400177,424.460052,324.626465,393.709869,392.475311,339.388885,341.858032,leftturn,roadmark_0034.png
537.604797,689.351929,588.187195,530.949280,387.537048,375.191345,335.685181,345.561737,rightturn,roadmark_0035.png
94.343597,184.859406,250.084030,151.581528,373.956787,388.771606,344.327148,343.092590,leftturn,roadmark_0036.png
340.599823,443.095673,425.791168,363.228790,334.450623,335.685181,309.759247,309.759247,leftturn,roadmark_0037.png
488.353577,576.207153,546.922607,481.697998,334.450623,330.746918,309.759247,312.228394,rightturn,roadmark_0038.png
211.481689,280.699677,305.990845,254.077377,325.808655,336.919739,317.166656,313.462952,leftturn,roadmark_0039.png
328.619812,445.757904,423.128937,357.904327,339.388885,339.388885,315.932098,314.697540,leftturn,roadmark_0040.png
497.671387,584.193848,553.578186,485.691345,343.092590,335.685181,310.993835,318.401245,rightturn,roadmark_0041.png
279.368561,307.321960,239.435104,195.508316,340.623444,319.635803,318.401245,330.746918,leftturn,roadmark_0042.png
328.619812,447.089020,428.453400,347.255402,348.030853,348.030853,319.635803,319.635803,leftturn,roadmark_0043.png
499.002502,602.829468,562.895996,481.697998,346.796295,338.154327,318.401245,320.870361,rightturn,roadmark_0044.png
178.203827,259.401825,294.010803,227.455078,335.685181,348.030853,323.339508,320.870361,leftturn,roadmark_0045.png
319.302002,451.082367,431.115631,344.593170,354.203705,354.203705,325.808655,325.808655,leftturn,roadmark_0046.png
501.664734,609.485046,574.876038,497.671387,355.438263,349.265442,319.635803,324.574066,rightturn,roadmark_0047.png
155.574875,254.077377,298.004150,208.819473,344.327148,355.438263,328.277771,327.043213,leftturn,roadmark_0048.png
316.639771,449.751251,432.446747,341.930939,365.314819,366.549377,328.277771,327.043213,leftturn,roadmark_0049.png
518.969238,626.789490,586.856079,499.002502,366.549377,352.969147,323.339508,328.277771,rightturn,roadmark_0050.png
132.945923,231.448425,276.706329,200.832779,351.734558,362.845673,333.216034,328.277771,leftturn,roadmark_0051.png
300.666382,448.420135,432.446747,327.288696,371.487640,372.722229,338.154327,334.450623,leftturn,roadmark_0052.png
522.962585,650.749573,602.829468,528.287048,369.018524,366.549377,330.746918,333.216034,rightturn,roadmark_0053.png
112.979202,210.150589,250.084030,179.534943,360.376556,372.722229,338.154327,334.450623,leftturn,roadmark_0054.png
290.017456,459.069061,425.791168,324.626465,380.129639,387.537048,341.858032,343.092590,leftturn,roadmark_0055.png
536.273682,668.054077,612.147278,526.955933,388.771606,365.314819,329.512360,341.858032,rightturn,roadmark_0056.png
73.045753,202.163895,238.103989,152.912643,370.253082,383.833344,346.796295,343.092590,leftturn,roadmark_0057.png
290.017456,464.393524,432.446747,308.653076,398.648163,403.586426,352.969147,354.203705,leftturn,roadmark_0058.png
560.233765,696.007507,625.458374,538.935913,401.117279,377.660492,336.919739,356.672852,rightturn,roadmark_0059.png
55.741264,163.561569,220.799500,131.614807,386.302460,398.648163,354.203705,349.265442,leftturn,roadmark_0060.png
311.315308,479.035767,444.426788,368.553253,352.969147,352.969147,308.524689,307.290131,rail,roadmark_0061.png
321.964233,475.042419,447.089020,372.546600,345.561737,345.561737,306.055542,306.055542,rail,roadmark_0062.png
292.679688,481.697998,448.420135,363.228790,361.611115,362.845673,310.993835,312.228394,rail,roadmark_0063.png
276.706329,500.333618,448.420135,360.566559,375.191345,375.191345,313.462952,313.462952,rail,roadmark_0064.png
255.408493,513.644775,452.413483,360.566559,394.944458,394.944458,315.932098,315.932098,rail,roadmark_0065.png
332.613159,467.055725,443.095673,375.208832,335.685181,335.685181,303.586426,303.586426,rail,roadmark_0066.png
351.248749,459.069061,441.764557,383.195496,323.339508,323.339508,299.882721,299.882721,rail,roadmark_0067.png
345.924286,459.069061,444.426788,379.202148,328.277771,328.277771,301.117279,301.117279,rail,roadmark_0068.png
238.103989,328.619812,365.891022,308.653076,319.635803,322.104950,301.117279,299.882721,rail,roadmark_0069.png
223.461731,319.302002,360.566559,303.328613,325.808655,327.043213,301.117279,301.117279,rail,roadmark_0070.png
192.846085,313.977539,355.242096,296.673035,331.981476,331.981476,302.351837,302.351837,rail,roadmark_0071.png
335.275360,464.393524,445.757904,376.539948,333.216034,333.216034,302.351837,302.351837,rail,roadmark_0072.png
183.528290,301.997498,353.910980,286.024139,335.685181,335.685181,306.055542,304.820984,rail,roadmark_0073.png
159.568222,300.666382,345.924286,279.368561,341.858032,341.858032,308.524689,306.055542,rail,roadmark_0074.png
144.925964,282.030792,345.924286,270.050751,346.796295,350.500000,310.993835,309.759247,rail,roadmark_0075.png
108.985855,264.726288,343.262054,256.739594,357.907410,359.141968,310.993835,313.462952,rail,roadmark_0076.png
82.363564,232.779541,343.262054,246.090683,366.549377,376.425934,313.462952,315.932098,rail,roadmark_0077.png
35.774544,216.806152,331.282043,231.448425,380.129639,390.006165,318.401245,319.635803,rail,roadmark_0078.png
365.891022,444.426788,432.446747,379.202148,334.450623,334.450623,310.993835,310.993835,35,roadmark_0079.png
222.130615,292.679688,327.288696,264.726288,331.981476,333.216034,314.697540,313.462952,35,roadmark_0080.png
357.904327,445.757904,433.777863,376.539948,343.092590,341.858032,315.932098,315.932098,35,roadmark_0081.png
372.546600,440.433441,432.446747,381.864380,328.277771,328.277771,309.759247,309.759247,35,roadmark_0082.png
232.779541,305.990845,332.613159,275.375214,327.043213,328.277771,310.993835,309.759247,35,roadmark_0083.png
200.832779,278.037445,320.633118,247.421799,338.154327,340.623444,319.635803,319.635803,35,roadmark_0084.png
352.579865,447.089020,433.777863,375.208832,350.500000,350.500000,319.635803,319.635803,35,roadmark_0085.png
